week,qqq_pred_1w,qqq_pred_1w_cum,qqq_pred_1w_cum_nrst,qqq_actual_1w,qqq_actual_1w_cum,qqq_actual_1w_cum_nrst,qqq_pred_1m,qqq_pred_1m_cum,qqq_pred_1m_cum_nrst,qqq_actual_1m,qqq_actual_1m_cum,qqq_actual_1m_cum_nrst,qqq_pred_6m,qqq_actual_6m,sp_pred_1w,sp_pred_1w_cum,sp_pred_1w_cum_nrst,sp_actual_1w,sp_actual_1w_cum,sp_actual_1w_cum_nrst,sp_pred_1m,sp_pred_1m_cum,sp_pred_1m_cum_nrst,sp_actual_1m,sp_actual_1m_cum,sp_actual_1m_cum_nrst,sp_pred_6m,sp_actual_6m
2018-04-30,0.021093308844977496,-0.5650780192945549,9.317792655906656,0.017291309965599133,0.06796035685555035,1.3352236862520535,-0.07658586341099105,-0.47066556188313535,2.0357565241099813,0.01320046945068748,0.05111286929414091,1.2970673692469,0.0476080820366529,0.08408022996968556,0.00597653568818636,-0.7760425676003565,-1.2516912865122414,-0.0022868043312407327,0.002212715418576372,0.8893578488898078,-0.056109122081239776,-0.507899167357086,-1.8406840669729716,0.005753817404734546,0.0035616731069967877,0.8635973249149324,0.020179337181018386,0.036347553248288866
2018-05-07,0.07013090833059021,-0.49494711096396465,9.387923564237246,0.027606934819268014,0.09556729167481837,1.3628306210713215,-0.017920324194348636,-0.488585886077484,2.0178361999156325,0.012557287819821267,0.06367015711396218,1.3096246570667212,0.015177763663689392,0.10607220860771194,0.02160039934688701,-0.7544421682534695,-1.2300908871653544,0.023952763711920233,0.026165479130496605,0.9133106126017281,-0.02664971925239095,-0.5345488866094769,-1.8673337862253625,0.006766442639615344,0.010328115746612132,0.8703637675545477,0.008007747432094092,0.05985355340909937
2018-05-14,0.06418719759753971,-0.43075991336642494,9.452110761834787,-0.01176662127315431,0.08380067040166406,1.3510639997981673,-0.04390102044392617,-0.5324869065214102,1.9739351794717064,0.008071789135438934,0.07174194624940111,1.31769644620216,0.06791082414075666,0.08682509681296913,0.02343665049765531,-0.7310055177558142,-1.206654236667699,-0.005386156303049838,0.020779322827446767,0.9079244562986782,-0.04580285826773896,-0.5803517448772159,-1.9131366444931015,0.004085090589272727,0.01441320633588486,0.8744488581438205,0.03243633908385113,0.050026799135914235
2018-05-21,0.05190368811695678,-0.37885622524946816,9.504014449951743,0.013458205647735477,0.09725887604939953,1.3645222054459027,0.01564540127731115,-0.516841505244099,1.9895805807490174,0.011647457289862079,0.08338940353926319,1.3293439034920222,0.08164739303838897,0.1035588265096844,0.01485098986121014,-0.7161545278946041,-1.191803246806489,0.0031189671668317986,0.023898289994278565,0.91104342346551,0.002012395710363657,-0.5783393491668521,-1.9111242487827378,0.004849692561115365,0.019262898897000225,0.8792985507049358,0.008732586607001602,0.03380369144430673
2018-05-28,0.055612285735846645,-0.3232439395136215,9.55962673568759,0.01779502486530038,0.11505390091469991,1.382317230311203,0.004189414885753168,-0.5126520903583458,1.9937699956347705,0.01177338601478739,0.09516278955405058,1.3411172895068098,0.1082766696664661,0.12857202060964978,0.017409763786610688,-0.6987447641079934,-1.1743934830198783,0.005101274328255356,0.02899956432253392,0.9161446977937654,-0.008335056187529083,-0.5866744053543812,-1.9194593049702668,0.006696712225989387,0.025959611122989612,0.8859952629309251,0.044229646653762396,0.04290278245467272
2018-06-04,0.052566533773014124,-0.2706774057406074,9.612193269460604,0.009888745610750371,0.12494264652545028,1.3922059759219534,-0.009779697849607617,-0.5224317882079534,1.983990297785163,0.00734383871265798,0.10250662826670856,1.3484611282194678,0.12903818800744019,0.12641360711638527,0.01732969480821911,-0.6814150692997742,-1.1570637882116592,0.01616129979561487,0.04516086411814879,0.9323059975893803,-0.01499174346555062,-0.6016661488199319,-1.9344510484358175,0.004748846246913047,0.03070845736990266,0.8907441091778382,0.057888235403640825,0.05335071271286673
2018-06-11,0.013142777623617485,-0.2575346281169899,9.625336047084222,0.01453020108408909,0.13947284760953937,1.4067361770060425,-0.00584425302662047,-0.528276041234574,1.9781460447585424,0.01391804430196883,0.11642467256867739,1.3623791725214367,0.10461504816968657,0.12808127936435232,-0.006178679676991927,-0.6875937489767662,-1.1632424678886513,0.00024041207348168836,0.04540127619163048,0.932546409662862,-0.01108419789928941,-0.6127503467192212,-1.945535246335107,0.006155488341045928,0.03686394571094859,0.8968995975188842,0.037603387587415625,0.04132648086713908
2018-06-18,0.025455596295612892,-0.232079031821377,9.650791643379835,-0.00721579006715134,0.13225705754238803,1.399520386938891,0.0029710912801829,-0.525304949954391,1.9811171360387252,0.008749545373247125,0.12517421794192451,1.3711287178946838,0.13410569624105698,0.1260677178986861,-0.002197592654381908,-0.6897913416311481,-1.165440060543033,-0.00892095177484964,0.03648032441678084,0.9236254578880123,-0.0039290840974407215,-0.616679430816662,-1.9494643304325476,0.0031455086056255688,0.040009454316574156,0.9000451061245097,0.06846453420392708,0.03129717125881548
2018-06-25,0.04685326852118793,-0.18522576330018908,9.697644911901023,-0.02075558283490453,0.1115014747074835,1.3787648041039864,-0.0010371111309233627,-0.5263420610853144,1.9800800249078019,-0.000888106551804102,0.12428611139012041,1.3702406113428798,0.08520823234728137,0.08250813901641585,0.014415955200952457,-0.6753753864301957,-1.1510241053420807,-0.013187353892791798,0.023292970523989043,0.9104381039952205,-0.00490346539633333,-0.6215828962129953,-1.954367795828881,-0.0014266484496362197,0.038582805866937936,0.8986184576748735,0.046241824581596314,0.004562154197183421
2018-07-02,0.0309216608229593,-0.1543041024772298,9.728566572723983,0.02309406036309991,0.13459553507058342,1.4018588644670862,-0.0026016986790950852,-0.5289437597644095,1.9774783262287068,0.002413222136283283,0.1266993335264037,1.3726538334791631,0.09147914258963619,0.08709969219200253,-0.0069448312157136954,-0.6823202176459093,-1.1579689365577943,0.015222692064539634,0.038515662588528676,0.9256607960597601,-0.00694953319597294,-0.6285324294089683,-1.961317329024854,-0.0016613003824050288,0.03692150548453291,0.8969571572924684,0.0559054364902245,0.003864383640091895
