Signal,Count,BigMove_1D_ratio,BigMove_5D_ratio,BigMove_20D_ratio,Lift_1D,Lift_5D,Lift_20D,Mean_|RET|_1D,Mean_|RET|_5D
MRDI_Short > P90,503,0.06759443339960239,0.11133200795228629,0.09343936381709742,6.7408880053015245,3.7008796891851508,1.870994505408494,0.020292529159667883,0.03071230001926523
MRDI_Long > P90,433,0.11316397228637413,0.16166281755196305,0.17782909930715934,11.285332608794095,5.373967908949569,3.5607826735283954,0.023571460448767748,0.035123886855895965
RiskScore > 0.8,431,0.060324825986078884,0.0951276102088167,0.06728538283062645,6.015922842454847,3.1622158530852404,1.347297075104591,0.018696674550059147,0.029203562325483136
