week,qqq_1w_error,qqq_1w_sigma,qqq_1w_shock_score,qqq_1w_p95,qqq_1w_p99,qqq_1w_shock_p95_flag,qqq_1w_shock_p99_flag,qqq_1m_error,qqq_1m_sigma,qqq_1m_shock_score,qqq_1m_p95,qqq_1m_p99,qqq_1m_shock_p95_flag,qqq_1m_shock_p99_flag,sp_1w_error,sp_1w_sigma,sp_1w_shock_score,sp_1w_p95,sp_1w_p99,sp_1w_shock_p95_flag,sp_1w_shock_p99_flag,sp_1m_error,sp_1m_sigma,sp_1m_shock_score,sp_1m_p95,sp_1m_p99,sp_1m_shock_p95_flag,sp_1m_shock_p99_flag
2011-11-07,-0.34146466746918097,0.29520816722965093,2.1011423218963463,,,False,False,-1.7320400010188228,0.2891442506596402,2.0194569281440935,,,False,False,1.0141874588876694,0.15326249075772042,1.0707745452812016,,,False,False,-1.4061902881952162,0.2838140952213509,1.7947491287444395,,,False,False
2011-11-14,-0.4595709984413175,0.32447730651726053,2.160200506864494,,,False,False,-1.8098249190540483,0.29892005586204556,2.0650842744993203,,,False,False,0.9545472231696978,0.1584641558596928,1.3805564805700674,,,False,False,-1.490917534413218,0.2904203095652316,1.9055662428425948,,,False,False
2011-11-21,-0.5831094830258948,0.3573081324835035,2.1894431673939767,,,False,False,-2.0179266956031405,0.32279231844062184,2.3999252021516355,,,False,False,0.9004791200080777,0.16689610632099902,1.5868091815873153,,,False,False,-1.6589037439807721,0.30684070665802327,2.2017539679755265,,,False,False
2011-11-28,-0.5672836102132512,0.3815281481079484,1.9005326125113051,,,False,False,-2.0627343576476775,0.34406689060082124,2.234270943318031,,,False,False,0.9683861843673323,0.17109153501404925,1.1179623207174314,,,False,False,-1.6914265318216144,0.3204554592253294,2.066735528393395,,,False,False
2011-12-05,-0.5750239926979507,0.4031004127070156,1.7219824002667812,,,False,False,-2.093066250639355,0.3628122912460577,2.0654647299263478,,,False,False,0.9946570193771223,0.17355306089728578,0.930914108897154,,,False,False,-1.7170998304566376,0.331833231200632,1.9373271618837478,,,False,False
2011-12-12,-0.6314115871970627,0.4240861920289897,1.6748807018427165,,,False,False,-2.1099881281957877,0.3779901579953062,1.898964188515369,,,False,False,0.976420481672248,0.1767637025849744,0.9912197081192324,,,False,False,-1.726679900997705,0.33981279083732024,1.7905703273475655,,,False,False
2011-12-19,-0.6606409627185854,0.44184016013689226,1.579521385120019,,,False,False,-2.0474572994313602,0.3846866313335567,1.5878209603270879,,,False,False,1.011709942778201,0.17868503129267696,0.7629746708043708,,,False,False,-1.675145223382415,0.3411401885784633,1.5139407458370937,,,False,False
2011-12-26,-0.7400996451967061,0.45883670932752535,1.5947263587306513,,,False,False,-2.1065320020413636,0.39168066084571523,1.594488021741205,,,False,False,0.9786147097905324,0.18173732113999627,0.8952828774396425,,,False,False,-1.7229113477530875,0.3423217039746358,1.5282027458583058,,,False,False
2012-01-02,-0.7350868796407144,0.46984719753977683,1.4490037430512077,,,False,False,-2.1631942750214703,0.39754435956953277,1.5954045748121348,,,False,False,0.9994141193312329,0.18380464274422645,0.7388694598651251,,,False,False,-1.7729844456642794,0.34287456659061033,1.548876044675325,,,False,False
2012-01-09,-0.7503745165364382,0.47874513832766113,1.3602965611157727,,,False,False,-2.1417530311731596,0.3975083546109745,1.42736017758037,,,False,False,1.0202880657150635,0.185167084723208,0.59519288217634,,,False,False,-1.7468330252692608,0.33810917565892995,1.3742532686051006,,,False,False
2012-01-16,-0.7934857905641876,0.48280754404698245,1.3375469118934116,,,False,False,-2.1986984826197635,0.39674528979368623,1.4559065556022155,,,False,False,1.0284044839773987,0.18549788139894402,0.5130035962079799,,,False,False,-1.797785810358331,0.33280078828276305,1.4252799234660252,,,False,False
