target,window,variable,coef,p_value,t_value
SP500_1W_FWD_SUM,3y,wd_2_x_MRDI_Long,-0.002075412994471511,0.5070350507065756,-0.6639788708018236
SP500_1W_FWD_SUM,3y,wd_2_x_RET_QQQ,0.08378192301442616,0.7395638391266691,0.3326308372287467
SP500_1W_FWD_SUM,3y,wd_2_x_RET_SP500,0.058084645608343755,0.8797696481780795,0.1513449828506061
SP500_1W_FWD_SUM,3y,wd_3_x_MRDI_Short,-0.0008670572596279989,0.7774458309812058,-0.2828143362999298
SP500_1W_FWD_SUM,3y,wd_3_x_MRDI_Long,-0.001411850778195129,0.6855911223279245,-0.40510053575818566
SP500_1W_FWD_SUM,3y,wd_3_x_RET_QQQ,0.07983443886000799,0.7514339883891619,0.3169377705685242
SP500_1W_FWD_SUM,3y,wd_3_x_RET_SP500,0.1386083957610571,0.7208066639179485,0.3575990897527877
SP500_1W_FWD_SUM,3y,wd_4_x_MRDI_Short,-0.0033895855158405275,0.21921088722688686,-1.230299889053448
SP500_1W_FWD_SUM,3y,wd_4_x_MRDI_Long,0.0012051302846221878,0.7032164554352212,0.3812183850897079
SP500_1W_FWD_SUM,3y,wd_4_x_RET_QQQ,-0.028808889538354976,0.9117944090575019,-0.11083615194440463
SP500_1W_FWD_SUM,3y,wd_4_x_RET_SP500,0.30008817259824755,0.4516502858951938,0.753305119443383
SP500_1W_FWD_SUM,3y,m_1_x_RET_QQQ,0.6086155625616021,0.6789936743200253,0.4140991493708228
SP500_1W_FWD_SUM,3y,m_1_x_RET_SP500,-0.73815571192494,0.6667553046173872,-0.4308817587565312
SP500_1W_FWD_SUM,3y,m_2_x_RET_QQQ,-2.353981463825181,0.1598842280880895,-1.4077275747221787
SP500_1W_FWD_SUM,3y,m_2_x_RET_SP500,3.2819948591715615,0.1387542187131687,1.4830075630150485
SP500_1W_FWD_SUM,3y,m_3_x_RET_QQQ,2.0811507335675854,0.11222108037962145,1.5913220953623655
SP500_1W_FWD_SUM,3y,m_3_x_RET_SP500,-0.5345503192493346,0.6923888526177613,-0.39586298582436863
SP500_1W_FWD_SUM,3y,m_4_x_RET_QQQ,-0.06702226472482614,0.9453722347787931,-0.0685565898078792
SP500_1W_FWD_SUM,3y,m_4_x_RET_SP500,0.6007257269730084,0.5756204863623627,0.5601912992344535
SP500_1W_FWD_SUM,3y,m_5_x_RET_QQQ,-1.1585528820219002,0.2887518045545628,-1.0620853388340301
SP500_1W_FWD_SUM,3y,m_5_x_RET_SP500,0.6539004718246938,0.6736416426325953,0.4214237985337893
SP500_1W_FWD_SUM,3y,m_6_x_RET_QQQ,-0.546145375030509,0.6598372482005171,-0.44042232312653495
SP500_1W_FWD_SUM,3y,m_6_x_RET_SP500,0.9167927980603381,0.647160916452554,0.4580095549815502
SP500_1W_FWD_SUM,3y,m_7_x_RET_QQQ,-1.0856099203916891,0.3924715089148337,-0.8559457177827333
SP500_1W_FWD_SUM,3y,m_7_x_RET_SP500,1.4636331262590687,0.3448145296416064,0.9456635562690223
SP500_1W_FWD_SUM,3y,m_8_x_RET_QQQ,1.1286632115975768,0.19943316604319994,1.2850084806560444
SP500_1W_FWD_SUM,3y,m_8_x_RET_SP500,-2.332235603835611,0.09018549958224026,-1.6979768285016168
SP500_1W_FWD_SUM,3y,m_9_x_RET_QQQ,-0.9598386314439842,0.405840034554432,-0.8319977717900727
SP500_1W_FWD_SUM,3y,m_9_x_RET_SP500,0.6155123971992851,0.6617767736043835,0.43774354320876846
SP500_1W_FWD_SUM,3y,m_10_x_RET_QQQ,-1.7664116972446684,0.19166116981931408,-1.307594584095186
SP500_1W_FWD_SUM,3y,m_10_x_RET_SP500,1.483333079550867,0.40304655653206384,0.8369621573945506
SP500_1W_FWD_SUM,3y,m_11_x_RET_QQQ,6.2332992198243105,0.001080775577468598,3.2893937281127847
SP500_1W_FWD_SUM,3y,m_11_x_RET_SP500,-7.722776832538523,0.001429717810271554,-3.2079579315878104
SP500_1W_FWD_SUM,3y,m_12_x_RET_QQQ,-1.893589477879457,0.05548696060783554,-1.9198922578675028
SP500_1W_FWD_SUM,3y,m_12_x_RET_SP500,3.1476934501640033,0.017714810488764585,2.3800556362194216
SP500_1W_FWD_SUM,3y,m_1_x_MRDI_Short_x_RET_QQQ,0.018658903774757735,0.9407911684430021,0.0743159289132503
SP500_1W_FWD_SUM,3y,m_1_x_MRDI_Short_x_RET_SP500,0.06603969613434463,0.9172909316587535,0.10390360930391575
SP500_1W_FWD_SUM,3y,m_1_x_MRDI_Short_x_dQQQ_D,-0.2660191777432373,0.6224342925847369,-0.49273449208213976
SP500_1W_FWD_SUM,3y,m_1_x_MRDI_Short_x_dQQQ_W,-0.171078116682843,0.6706520970452864,-0.4255250673552934
SP500_1W_FWD_SUM,3y,m_1_x_MRDI_Short_x_dQQQ_M,0.018658903753857675,0.940791168509167,0.07431592883005016
SP500_1W_FWD_SUM,3y,m_1_x_MRDI_Short_x_dQQQ_W_x_RET_QQQ,2.013240138698208,0.8650295073261748,0.1700700332497902
SP500_1W_FWD_SUM,3y,m_1_x_MRDI_Long_x_RET_QQQ,0.07662577608785107,0.7424081211149769,0.3288631838587959
SP500_1W_FWD_SUM,3y,m_1_x_MRDI_Long_x_RET_SP500,-0.2660580664611326,0.6567017861679108,-0.44475958924599834
SP500_1W_FWD_SUM,3y,m_1_x_MRDI_Long_x_dQQQ_D,0.19810490660447377,0.6592696380447389,0.4412068775328224
SP500_1W_FWD_SUM,3y,m_1_x_MRDI_Long_x_dQQQ_W,0.1408011522011406,0.7513715300231009,0.31702013665368084
SP500_1W_FWD_SUM,3y,m_1_x_MRDI_Long_x_dQQQ_M,0.07662577610101573,0.7424081210723883,0.3288631839151754
SP500_1W_FWD_SUM,3y,m_1_x_MRDI_Long_x_dQQQ_W_x_RET_QQQ,-6.154146192257009,0.6975829176694638,-0.38882746305359084
SP500_1W_FWD_SUM,3y,m_1_x_MA20_MRDI_x_RET_QQQ,-0.5784410125846992,0.0027338589036256375,-3.0124356215113743
SP500_1W_FWD_SUM,3y,m_1_x_MA20_MRDI_x_RET_SP500,1.4711309311434695,0.0006445888971935602,3.435611721557327
SP500_1W_FWD_SUM,3y,m_1_x_MA20_MRDI_x_dQQQ_D,-0.020144639833896128,0.9494445924338534,-0.06343872038682452
SP500_1W_FWD_SUM,3y,m_1_x_MA20_MRDI_x_dQQQ_W,0.11455461094903,0.5828638474238093,0.5495934015684631
SP500_1W_FWD_SUM,3y,m_1_x_MA20_MRDI_x_dQQQ_M,-0.5784410125932128,0.0027338589035568735,-3.012435621519161
SP500_1W_FWD_SUM,3y,m_1_x_MA20_MRDI_x_dQQQ_W_x_RET_QQQ,6.459069505315853,0.5551527403319304,0.5904872724166963
SP500_1W_FWD_SUM,3y,m_1_x_MA60_MRDI_x_RET_QQQ,0.1068593889078384,0.6092885746549012,0.5114382260097363
SP500_1W_FWD_SUM,3y,m_1_x_MA60_MRDI_x_RET_SP500,-0.2410725529038591,0.6287987982330989,-0.48374112905439554
SP500_1W_FWD_SUM,3y,m_1_x_MA60_MRDI_x_dQQQ_D,0.3419813631127717,0.30361807959323633,1.0298525279373525
SP500_1W_FWD_SUM,3y,m_1_x_MA60_MRDI_x_dQQQ_W,-0.054461919177890686,0.7933182029389954,-0.26215576379823996
SP500_1W_FWD_SUM,3y,m_1_x_MA60_MRDI_x_dQQQ_M,0.10685938890451137,0.6092885746650062,0.5114382259952905
SP500_1W_FWD_SUM,3y,m_1_x_MA60_MRDI_x_dQQQ_W_x_RET_QQQ,-0.33268841178077,0.9743430343553265,-0.03217920777316366
SP500_1W_FWD_SUM,3y,m_2_x_MRDI_Short_x_RET_QQQ,0.17328492696548714,0.3644680397612944,0.9077794008786114
SP500_1W_FWD_SUM,3y,m_2_x_MRDI_Short_x_RET_SP500,-0.5906372671889271,0.2017386769048585,-1.2784329490823294
SP500_1W_FWD_SUM,3y,m_2_x_MRDI_Short_x_dQQQ_D,0.30173700430549893,0.5428902981915712,0.60889955213734
SP500_1W_FWD_SUM,3y,m_2_x_MRDI_Short_x_dQQQ_W,-0.052358176274810195,0.9188015197008714,-0.10199925587598761
SP500_1W_FWD_SUM,3y,m_2_x_MRDI_Short_x_dQQQ_M,0.17328492697168732,0.3644680397440721,0.9077794009112367
SP500_1W_FWD_SUM,3y,m_2_x_MRDI_Short_x_dQQQ_W_x_RET_QQQ,14.675971297744502,0.17209613880011634,1.3676194223604152
SP500_1W_FWD_SUM,3y,m_2_x_MRDI_Long_x_RET_QQQ,-0.15513892082058597,0.4871145759098984,-0.695463437162045
SP500_1W_FWD_SUM,3y,m_2_x_MRDI_Long_x_RET_SP500,0.5865648892011286,0.28102903383746963,1.0792733154323164
SP500_1W_FWD_SUM,3y,m_2_x_MRDI_Long_x_dQQQ_D,-0.46792631462573653,0.3665764881590551,-0.9037924278664496
SP500_1W_FWD_SUM,3y,m_2_x_MRDI_Long_x_dQQQ_W,0.08636445689023589,0.8700962024844111,0.16362717762739795
SP500_1W_FWD_SUM,3y,m_2_x_MRDI_Long_x_dQQQ_M,-0.15513892081742858,0.4871145759185245,-0.695463437148263
SP500_1W_FWD_SUM,3y,m_2_x_MRDI_Long_x_dQQQ_W_x_RET_QQQ,-17.529533258283706,0.13488606684057172,-1.497730924063705
SP500_1W_FWD_SUM,3y,m_2_x_MA20_MRDI_x_RET_QQQ,0.11376647155996861,0.5617785686444547,0.580621663113611
SP500_1W_FWD_SUM,3y,m_2_x_MA20_MRDI_x_RET_SP500,-0.26140696326307666,0.69257878042853,-0.39560537873935536
SP500_1W_FWD_SUM,3y,m_2_x_MA20_MRDI_x_dQQQ_D,0.09199679784580087,0.8167581805951183,0.23184870813323627
SP500_1W_FWD_SUM,3y,m_2_x_MA20_MRDI_x_dQQQ_W,0.4062951995486217,0.25112022596153366,1.1490734579676027
SP500_1W_FWD_SUM,3y,m_2_x_MA20_MRDI_x_dQQQ_M,0.11376647155814382,0.5617785686513415,0.580621663103386
SP500_1W_FWD_SUM,3y,m_2_x_MA20_MRDI_x_dQQQ_W_x_RET_QQQ,2.399235065711057,0.8198134522848651,0.22791461624072806
SP500_1W_FWD_SUM,3y,m_2_x_MA60_MRDI_x_RET_QQQ,0.08831527355775523,0.716611317798116,0.36321378490286355
SP500_1W_FWD_SUM,3y,m_2_x_MA60_MRDI_x_RET_SP500,-0.27609753770221124,0.675680192309553,-0.41863124345276326
SP500_1W_FWD_SUM,3y,m_2_x_MA60_MRDI_x_dQQQ_D,0.11213090746604948,0.8133395870783173,0.23625489755710663
SP500_1W_FWD_SUM,3y,m_2_x_MA60_MRDI_x_dQQQ_W,-0.3913905898799497,0.22029013604028555,-1.2274191532166971
SP500_1W_FWD_SUM,3y,m_2_x_MA60_MRDI_x_dQQQ_M,0.08831527355384156,0.7166113178109309,0.36321378488569567
SP500_1W_FWD_SUM,3y,m_2_x_MA60_MRDI_x_dQQQ_W_x_RET_QQQ,-1.4973709443063186,0.8627506652464134,-0.1729701216251574
SP500_1W_FWD_SUM,3y,m_3_x_MRDI_Short_x_RET_QQQ,0.008510818859745257,0.9516198499007121,0.06070569153766349
SP500_1W_FWD_SUM,3y,m_3_x_MRDI_Short_x_RET_SP500,0.17067363204092664,0.5886434411549024,0.5411813483297246
SP500_1W_FWD_SUM,3y,m_3_x_MRDI_Short_x_dQQQ_D,-0.5801853973495759,0.20607087271694355,-1.2662242671522947
SP500_1W_FWD_SUM,3y,m_3_x_MRDI_Short_x_dQQQ_W,-0.22901066429277464,0.6484816230722648,-0.45617065485902974
SP500_1W_FWD_SUM,3y,m_3_x_MRDI_Short_x_dQQQ_M,0.008510818854548692,0.9516198499301831,0.060705691500638856
SP500_1W_FWD_SUM,3y,m_3_x_MRDI_Short_x_dQQQ_W_x_RET_QQQ,-6.413571697145773,0.1944925610112918,-1.2992895945585619
SP500_1W_FWD_SUM,3y,m_3_x_MRDI_Long_x_RET_QQQ,0.006348537719826686,0.9700988314764187,0.03750465117935511
SP500_1W_FWD_SUM,3y,m_3_x_MRDI_Long_x_RET_SP500,-0.3908627621872298,0.2543716196389228,-1.141215069937757
SP500_1W_FWD_SUM,3y,m_3_x_MRDI_Long_x_dQQQ_D,0.37362314955238884,0.4058396028458435,0.8319985374080366
SP500_1W_FWD_SUM,3y,m_3_x_MRDI_Long_x_dQQQ_W,0.48159506425176135,0.38877000128452505,0.8626636419631533
SP500_1W_FWD_SUM,3y,m_3_x_MRDI_Long_x_dQQQ_M,0.006348537724285973,0.9700988314554058,0.037504651205723674
SP500_1W_FWD_SUM,3y,m_3_x_MRDI_Long_x_dQQQ_W_x_RET_QQQ,4.218469780861572,0.5133522538185937,0.654131975784537
SP500_1W_FWD_SUM,3y,m_3_x_MA20_MRDI_x_RET_QQQ,-0.6185027691838797,0.002368028737392067,-3.0566432798487693
SP500_1W_FWD_SUM,3y,m_3_x_MA20_MRDI_x_RET_SP500,1.4178635605383538,0.0007246638492905329,3.402938373191584
SP500_1W_FWD_SUM,3y,m_3_x_MA20_MRDI_x_dQQQ_D,-0.04890420254043276,0.8760089556382045,-0.156117044480608
SP500_1W_FWD_SUM,3y,m_3_x_MA20_MRDI_x_dQQQ_W,-0.777279273003611,0.05316052357879853,-1.9385856161231783
SP500_1W_FWD_SUM,3y,m_3_x_MA20_MRDI_x_dQQQ_M,-0.6185027691843893,0.00236802873740051,-3.056643279847678
SP500_1W_FWD_SUM,3y,m_3_x_MA20_MRDI_x_dQQQ_W_x_RET_QQQ,3.782347126371056,0.44381040005607514,0.7664325547281302
SP500_1W_FWD_SUM,3y,m_3_x_MA60_MRDI_x_RET_QQQ,0.005946614550443902,0.9814078246612705,0.0233165659385397
SP500_1W_FWD_SUM,3y,m_3_x_MA60_MRDI_x_RET_SP500,-0.3379431151944349,0.42907936798244256,-0.7914640889775476
SP500_1W_FWD_SUM,3y,m_3_x_MA60_MRDI_x_dQQQ_D,0.43257842128738594,0.2308991132147441,1.1996269104129467
SP500_1W_FWD_SUM,3y,m_3_x_MA60_MRDI_x_dQQQ_W,0.6668891433336948,0.05046825405758097,1.9610946203231876
SP500_1W_FWD_SUM,3y,m_3_x_MA60_MRDI_x_dQQQ_M,0.0059466145464839165,0.9814078246736335,0.023316565923032436
SP500_1W_FWD_SUM,3y,m_3_x_MA60_MRDI_x_dQQQ_W_x_RET_QQQ,-3.741748426341526,0.46859996238615814,-0.7253575293742012
SP500_1W_FWD_SUM,3y,m_4_x_MRDI_Short_x_RET_QQQ,-0.6030859547649932,0.016210282393522173,-2.4129975320518997
SP500_1W_FWD_SUM,3y,m_4_x_MRDI_Short_x_RET_SP500,1.4026637618549538,0.010920935694906634,2.555557504269482
SP500_1W_FWD_SUM,3y,m_4_x_MRDI_Short_x_dQQQ_D,-0.20871007760160176,0.6009095392859736,-0.5234537052013101
SP500_1W_FWD_SUM,3y,m_4_x_MRDI_Short_x_dQQQ_W,0.6357118476104502,0.02537436150382105,2.2429343882974258
SP500_1W_FWD_SUM,3y,m_4_x_MRDI_Short_x_dQQQ_M,-0.6030859547476695,0.01621028239674609,-2.412997531978474
SP500_1W_FWD_SUM,3y,m_4_x_MRDI_Short_x_dQQQ_W_x_RET_QQQ,8.623341089188177,0.03193323171797854,2.1517677048830626
SP500_1W_FWD_SUM,3y,m_4_x_MRDI_Long_x_RET_QQQ,0.3668421738219224,0.2300979354895798,1.2016934755663526
SP500_1W_FWD_SUM,3y,m_4_x_MRDI_Long_x_RET_SP500,-0.8026029137756525,0.22393680350099657,-1.2177599079301011
SP500_1W_FWD_SUM,3y,m_4_x_MRDI_Long_x_dQQQ_D,0.1491948525073738,0.685250744432711,0.4055639860973388
SP500_1W_FWD_SUM,3y,m_4_x_MRDI_Long_x_dQQQ_W,-0.8063129727959772,0.002307458311928866,-3.064561714434825
SP500_1W_FWD_SUM,3y,m_4_x_MRDI_Long_x_dQQQ_M,0.36684217382136675,0.23009793549017366,1.201693475564819
SP500_1W_FWD_SUM,3y,m_4_x_MRDI_Long_x_dQQQ_W_x_RET_QQQ,-10.131343359264545,0.006142737049108715,-2.7527324229330885
SP500_1W_FWD_SUM,3y,m_4_x_MA20_MRDI_x_RET_QQQ,-0.2388402625014425,0.20890969652068145,-1.2583252343891456
SP500_1W_FWD_SUM,3y,m_4_x_MA20_MRDI_x_RET_SP500,0.30106745146898106,0.503387283776463,0.6696942348201546
SP500_1W_FWD_SUM,3y,m_4_x_MA20_MRDI_x_dQQQ_D,0.4064764457432706,0.3595417311200451,0.9171515765367144
SP500_1W_FWD_SUM,3y,m_4_x_MA20_MRDI_x_dQQQ_W,0.24474277300854558,0.3682449954848336,0.9006475204419563
SP500_1W_FWD_SUM,3y,m_4_x_MA20_MRDI_x_dQQQ_M,-0.238840262501837,0.20890969651925967,-1.258325234393082
SP500_1W_FWD_SUM,3y,m_4_x_MA20_MRDI_x_dQQQ_W_x_RET_QQQ,13.36000895970897,0.03699284651495368,2.091899464058737
SP500_1W_FWD_SUM,3y,m_4_x_MA60_MRDI_x_RET_QQQ,0.3632080780749185,0.0742436058360781,1.7891624796129935
SP500_1W_FWD_SUM,3y,m_4_x_MA60_MRDI_x_RET_SP500,-0.8003823867663872,0.056697130030015135,-1.9104261978393473
SP500_1W_FWD_SUM,3y,m_4_x_MA60_MRDI_x_dQQQ_D,-0.1803838381543058,0.6638602820088654,-0.43486940175275923
SP500_1W_FWD_SUM,3y,m_4_x_MA60_MRDI_x_dQQQ_W,-0.04350988265706712,0.8653220083335526,-0.16969789640181784
SP500_1W_FWD_SUM,3y,m_4_x_MA60_MRDI_x_dQQQ_M,0.36320807807586986,0.07424360583500836,1.789162479619628
SP500_1W_FWD_SUM,3y,m_4_x_MA60_MRDI_x_dQQQ_W_x_RET_QQQ,-10.56016547895366,0.06559622290798697,-1.845556940940625
SP500_1W_FWD_SUM,3y,m_5_x_MRDI_Short_x_RET_QQQ,0.13387013751626162,0.3452527547560552,0.9448040713254255
SP500_1W_FWD_SUM,3y,m_5_x_MRDI_Short_x_RET_SP500,-0.10471641234360307,0.7927087339604835,-0.2629468913268419
SP500_1W_FWD_SUM,3y,m_5_x_MRDI_Short_x_dQQQ_D,0.6525072952839637,0.09746226381664477,1.6606498342464693
SP500_1W_FWD_SUM,3y,m_5_x_MRDI_Short_x_dQQQ_W,-0.07640847821897301,0.9060382322134556,-0.11810191870255396
SP500_1W_FWD_SUM,3y,m_5_x_MRDI_Short_x_dQQQ_M,0.13387013752728358,0.3452527547176577,0.9448040714007035
SP500_1W_FWD_SUM,3y,m_5_x_MRDI_Short_x_dQQQ_W_x_RET_QQQ,-5.3141137027142875,0.4855165739871674,-0.6980188363316836
SP500_1W_FWD_SUM,3y,m_5_x_MRDI_Long_x_RET_QQQ,-0.13604749591616327,0.3304925545186093,-0.9741485464979217
SP500_1W_FWD_SUM,3y,m_5_x_MRDI_Long_x_RET_SP500,0.10881279162804652,0.7804882640380174,0.27884537148334937
SP500_1W_FWD_SUM,3y,m_5_x_MRDI_Long_x_dQQQ_D,-0.27590291870603595,0.4204160666691157,-0.8064192376924497
SP500_1W_FWD_SUM,3y,m_5_x_MRDI_Long_x_dQQQ_W,-0.3829514303233512,0.4767865724318464,-0.7120607510038495
SP500_1W_FWD_SUM,3y,m_5_x_MRDI_Long_x_dQQQ_M,-0.13604749594600754,0.33049255441692627,-0.9741485467029639
SP500_1W_FWD_SUM,3y,m_5_x_MRDI_Long_x_dQQQ_W_x_RET_QQQ,8.624803542556728,0.161447822339077,1.4024656563163052
SP500_1W_FWD_SUM,3y,m_5_x_MA20_MRDI_x_RET_QQQ,-0.04915565654968425,0.5986083840451075,-0.5267667633273917
SP500_1W_FWD_SUM,3y,m_5_x_MA20_MRDI_x_RET_SP500,0.3542633086352066,0.15128920832648665,1.4373721057860498
SP500_1W_FWD_SUM,3y,m_5_x_MA20_MRDI_x_dQQQ_D,0.1763632314449487,0.5800715489630611,0.5536714818007287
SP500_1W_FWD_SUM,3y,m_5_x_MA20_MRDI_x_dQQQ_W,1.1643007324826709,0.0011951763459169171,3.260302071988833
SP500_1W_FWD_SUM,3y,m_5_x_MA20_MRDI_x_dQQQ_M,-0.04915565654661763,0.598608384068945,-0.526766763293042
SP500_1W_FWD_SUM,3y,m_5_x_MA20_MRDI_x_dQQQ_W_x_RET_QQQ,-9.084141608185687,0.0001590004906439827,-3.807995579798544
SP500_1W_FWD_SUM,3y,m_5_x_MA60_MRDI_x_RET_QQQ,0.1042872820020919,0.5645853685341162,0.5764595034864779
SP500_1W_FWD_SUM,3y,m_5_x_MA60_MRDI_x_RET_SP500,-0.10426973869888717,0.8396914784872661,-0.20240210936546052
SP500_1W_FWD_SUM,3y,m_5_x_MA60_MRDI_x_dQQQ_D,-0.3637620071917297,0.15199987543637933,-1.4348729894757906
SP500_1W_FWD_SUM,3y,m_5_x_MA60_MRDI_x_dQQQ_W,-0.2617862527342321,0.23548670186930631,-1.1878909463503313
SP500_1W_FWD_SUM,3y,m_5_x_MA60_MRDI_x_dQQQ_M,0.10428728200751454,0.5645853685160305,0.576459503513265
SP500_1W_FWD_SUM,3y,m_5_x_MA60_MRDI_x_dQQQ_W_x_RET_QQQ,1.2411294258376508,0.6053720059576156,0.5170452491705745
SP500_1W_FWD_SUM,3y,m_6_x_MRDI_Short_x_RET_QQQ,0.1008986142756197,0.5592927584359396,0.5843162595508212
SP500_1W_FWD_SUM,3y,m_6_x_MRDI_Short_x_RET_SP500,-0.38580053814908677,0.45716922355672,-0.7441414281398936
SP500_1W_FWD_SUM,3y,m_6_x_MRDI_Short_x_dQQQ_D,0.17599301710941379,0.7362146088163636,0.33707344384420607
SP500_1W_FWD_SUM,3y,m_6_x_MRDI_Short_x_dQQQ_W,-0.05791226689430978,0.9429627694035971,-0.07158548527785961
SP500_1W_FWD_SUM,3y,m_6_x_MRDI_Short_x_dQQQ_M,0.1008986142652692,0.5592927584763163,0.5843162594907455
SP500_1W_FWD_SUM,3y,m_6_x_MRDI_Short_x_dQQQ_W_x_RET_QQQ,-1.5373186726403967,0.89471628909379,-0.13241172542074872
SP500_1W_FWD_SUM,3y,m_6_x_MRDI_Long_x_RET_QQQ,-0.04869226051785225,0.8418208130581148,-0.19967731316564113
SP500_1W_FWD_SUM,3y,m_6_x_MRDI_Long_x_RET_SP500,0.11291796318784153,0.8708659137813723,0.1626490076462561
SP500_1W_FWD_SUM,3y,m_6_x_MRDI_Long_x_dQQQ_D,-0.061811825347148214,0.9055521593168043,-0.11871574776667736
SP500_1W_FWD_SUM,3y,m_6_x_MRDI_Long_x_dQQQ_W,0.18758960397823926,0.8490883219721994,0.19038851827359454
SP500_1W_FWD_SUM,3y,m_6_x_MRDI_Long_x_dQQQ_M,-0.04869226048037684,0.8418208131756781,-0.199677313015243
SP500_1W_FWD_SUM,3y,m_6_x_MRDI_Long_x_dQQQ_W_x_RET_QQQ,0.8377114889368587,0.9574690187388786,0.05335889662233179
SP500_1W_FWD_SUM,3y,m_6_x_MA20_MRDI_x_RET_QQQ,0.17003206166743354,0.43993495678476613,0.7729707721745811
SP500_1W_FWD_SUM,3y,m_6_x_MA20_MRDI_x_RET_SP500,-0.6861011171186999,0.3700019066248103,-0.8973455874117573
SP500_1W_FWD_SUM,3y,m_6_x_MA20_MRDI_x_dQQQ_D,-0.1125217852621728,0.8407288756086286,-0.20107442058991112
SP500_1W_FWD_SUM,3y,m_6_x_MA20_MRDI_x_dQQQ_W,0.2539362599495267,0.6811687184732399,0.4111288123093609
SP500_1W_FWD_SUM,3y,m_6_x_MA20_MRDI_x_dQQQ_M,0.17003206166092216,0.4399349567996116,0.7729707721494721
SP500_1W_FWD_SUM,3y,m_6_x_MA20_MRDI_x_dQQQ_W_x_RET_QQQ,-5.442038141230839,0.5607581430719825,-0.5821373326020661
SP500_1W_FWD_SUM,3y,m_6_x_MA60_MRDI_x_RET_QQQ,-0.13215882613096375,0.46015164990549434,-0.7392153414929482
SP500_1W_FWD_SUM,3y,m_6_x_MA60_MRDI_x_RET_SP500,0.5931405196088365,0.2979575856263648,1.041997940789375
SP500_1W_FWD_SUM,3y,m_6_x_MA60_MRDI_x_dQQQ_D,0.1962328196850141,0.6307164757217989,0.48103905375090467
SP500_1W_FWD_SUM,3y,m_6_x_MA60_MRDI_x_dQQQ_W,-0.322242926805967,0.5553177845171938,-0.5902408315878901
SP500_1W_FWD_SUM,3y,m_6_x_MA60_MRDI_x_dQQQ_M,-0.1321588261309215,0.4601516499055188,-0.7392153414929077
SP500_1W_FWD_SUM,3y,m_6_x_MA60_MRDI_x_dQQQ_W_x_RET_QQQ,3.405733636901513,0.7210557108906076,0.35726614303856447
SP500_1W_FWD_SUM,3y,m_7_x_MRDI_Short_x_RET_QQQ,-0.012839630530529,0.9681384007902633,-0.039964866144647525
SP500_1W_FWD_SUM,3y,m_7_x_MRDI_Short_x_RET_SP500,-0.3146721628979122,0.6579378641658987,-0.44304873347222545
SP500_1W_FWD_SUM,3y,m_7_x_MRDI_Short_x_dQQQ_D,-0.0650845012179191,0.9016552164821828,-0.12363857772059329
SP500_1W_FWD_SUM,3y,m_7_x_MRDI_Short_x_dQQQ_W,0.21354462962243664,0.6900072270552818,0.39909552658003206
SP500_1W_FWD_SUM,3y,m_7_x_MRDI_Short_x_dQQQ_M,-0.012839630542652913,0.968138400760213,-0.03996486618236061
SP500_1W_FWD_SUM,3y,m_7_x_MRDI_Short_x_dQQQ_W_x_RET_QQQ,-1.4949415601243783,0.7879452574367379,-0.2691358981295725
SP500_1W_FWD_SUM,3y,m_7_x_MRDI_Long_x_RET_QQQ,-0.006895018729969088,0.9833031126887233,-0.020939305171685445
SP500_1W_FWD_SUM,3y,m_7_x_MRDI_Long_x_RET_SP500,0.30777711505401417,0.6665570785873569,0.4311545784469371
SP500_1W_FWD_SUM,3y,m_7_x_MRDI_Long_x_dQQQ_D,-0.01010318417996664,0.9898531758230329,-0.012724385728153991
SP500_1W_FWD_SUM,3y,m_7_x_MRDI_Long_x_dQQQ_W,-0.31349855007304683,0.5819339489864338,-0.5509504746477156
SP500_1W_FWD_SUM,3y,m_7_x_MRDI_Long_x_dQQQ_M,-0.006895018731089941,0.9833031126860176,-0.020939305175079068
SP500_1W_FWD_SUM,3y,m_7_x_MRDI_Long_x_dQQQ_W_x_RET_QQQ,6.137925696730408,0.410857798415727,0.8231316572632017
SP500_1W_FWD_SUM,3y,m_7_x_MA20_MRDI_x_RET_QQQ,0.1153472430209002,0.5605047735024983,0.5825138777198059
SP500_1W_FWD_SUM,3y,m_7_x_MA20_MRDI_x_RET_SP500,-0.575044385110799,0.20023279138491357,-1.2827215992163719
SP500_1W_FWD_SUM,3y,m_7_x_MA20_MRDI_x_dQQQ_D,0.016732698933380058,0.9691750412900959,0.038663919449590384
SP500_1W_FWD_SUM,3y,m_7_x_MA20_MRDI_x_dQQQ_W,0.05802687254945205,0.8827659976379443,0.14754529623687562
SP500_1W_FWD_SUM,3y,m_7_x_MA20_MRDI_x_dQQQ_M,0.11534724302184643,0.560504773498395,0.5825138777259042
SP500_1W_FWD_SUM,3y,m_7_x_MA20_MRDI_x_dQQQ_W_x_RET_QQQ,2.7211530905491266,0.6043792774896646,0.5184690384681031
SP500_1W_FWD_SUM,3y,m_7_x_MA60_MRDI_x_RET_QQQ,0.15187563526998085,0.5475699853173659,0.6018488456137706
SP500_1W_FWD_SUM,3y,m_7_x_MA60_MRDI_x_RET_SP500,-0.09349204227964862,0.862643154067009,-0.17310697777922904
SP500_1W_FWD_SUM,3y,m_7_x_MA60_MRDI_x_dQQQ_D,0.230051664438677,0.49268247318850605,0.6865949382335602
SP500_1W_FWD_SUM,3y,m_7_x_MA60_MRDI_x_dQQQ_W,0.024210048847680736,0.9479110603601697,0.06536575924740681
