fetch_date,QQQ,QQQ_date,VTI,VTI_date,SPX500,SPX500_date,QQQ_L,QQQ_L_date
2025-11-24 19:07:33,16740,2025-11-21,15179,2025-11-21,37821,2025-11-21,11840,2025-11-21
