fetch_time,楽天SP500,楽天SP500_market_date,楽天QQQ,楽天QQQ_market_date,楽天VTI,楽天VTI_market_date,楽天レバナス,楽天レバナス_market_date,global_market_date
2026-04-17 08:26:36,18204,2026-04-16,16699,2026-04-16,41329,2026-04-16,13316,2026-04-16,2026-04-16
