product,date,nav,prod_diff,prod_pct,value,value_diff,value_pct
Rakuten QQQ,2025-12-17,15582,-2.9994225216550796,-0.019249278152067,38639297.7726,-7437.785904253203,-0.019249278152067
Rakuten S&P 500,2025-12-17,17113,-88.53953028717511,-0.5173816998023439,0.0,-0.0,-0.5173816998023439
Rakuten VTI,2025-12-17,38798,-218.75954687580256,-0.5638423291814076,0.0,-0.0,-0.5638423291814076
Rakuten LN,2025-12-17,12808,45.15866175664118,0.3525816814228699,606640.6736,2138.903887173904,0.3525816814228699
