type,start_date,end_date,years,months,start_value,end_value,total_return_pct,cagr_pct,xirr_monthly_cf_pct
iDeCo,2023-08-03,2026-05-22,2.8,34,24074680.0,46520763.0,93.24,26.52,52.2
