MarketDate,CollectDate,Name,Last,Diff,DiffP
2025-11-28,,DOW,47716.421875,289.30078125,0.6099901798343067
2025-11-28,,NASDAQ100,25434.890625,197.951171875,0.7843707524150216
2025-11-28,,RUSSELL2000,2500.429931640625,14.309814453125,0.5755882169246681
2025-11-28,,SP500,6849.08984375,36.47998046875,0.5354773163420171
2025-11-28,,US10Y,4.017000198364258,0.0190002918243408,0.4752449291772168
2025-11-28,,USDJPY,156.28399658203125,0.0449981689453125,0.0288008559977709
2025-11-28,,VIX,16.350000381469727,-0.8400001525878906,-4.8865626904644
2025-11-30,2025-11-30 22:40:33,USDJPY,156.07699584960938,-0.207000732421875,-0.1324516501683032
2025-12-01,2025-12-01 09:52:58,USDJPY,155.2790069580078,-1.0049896240234375,-0.6430534450121594
2025-12-01,2025-12-01 09:52:58,VIX,18.020000457763672,1.6700000762939453,10.214067506607767
