MarketDate,CollectDate,Name,Last,Diff,DiffP
2025-12-09,2025-12-09 08:57:29,VIX,16.709999084472656,0.0499992370605468,0.3001154712994403
2025-12-10,2025-12-10 15:45:24,DOW,47674.25,113.9609375,0.2396136351279141
2025-12-10,2025-12-10 14:53:22,NASDAQ100,25586.599609375,-82.08984375,-0.3198053562489381
2025-12-10,2025-12-10 14:53:22,RUSSELL2000,2520.7998046875,-5.440185546875,-0.2153471391437469
2025-12-10,2025-12-10 14:53:22,SP500,6838.66015625,-1.849609375,-0.0270390575903374
2025-12-10,2025-12-10 13:52:41,US10Y,4.193999767303467,0.0079998970031738,0.1911107800058277
2025-12-10,2025-12-10 03:49:03,USDJPY,156.57899475097656,0.7350006103515625,0.4716258810001613
2025-12-10,2025-12-10 08:56:32,VIX,16.969999313354492,0.0399990081787109,0.2362611190649688
2025-12-11,2025-12-11 14:45:16,DOW,48411.94921875,354.19921875,0.7370283018867925
2025-12-11,2025-12-11 14:45:16,NASDAQ100,25563.828125,-212.611328125,-0.824828147858195
2025-12-11,2025-12-11 14:45:16,RUSSELL2000,2559.677978515625,0.06787109375,0.0026516184458406
2025-12-11,2025-12-11 14:45:16,SP500,6867.06005859375,-19.6201171875,-0.2848994970972965
2025-12-11,2025-12-11 13:55:54,US10Y,4.125,-0.0390000343322753,-0.9366002404111242
2025-12-11,2025-12-11 03:51:57,USDJPY,155.6820068359375,-1.1559906005859375,-0.7370602911796282
2025-12-11,2025-12-11 08:58:07,VIX,16.690000534057617,0.9200000762939452,5.83386207729007
2025-12-12,2025-12-12 14:39:10,DOW,48807.16015625,103.1484375,0.2117863269573131
2025-12-12,2025-12-12 14:39:10,NASDAQ100,25584.125,-102.564453125,-0.3992902756587894
2025-12-12,2025-12-12 15:43:15,RUSSELL2000,2577.8623046875,-12.747802734375,-0.4920772407184563
2025-12-12,2025-12-12 14:39:10,SP500,6896.7900390625,-4.2099609375,-0.0610050853137226
2025-12-12,2025-12-12 13:50:14,US10Y,4.177999973297119,0.0370001792907714,0.893508358641439
2025-12-12,2025-12-12 03:51:14,USDJPY,155.6999969482422,-0.089996337890625,-0.0577677269202602
2025-12-12,2025-12-12 08:58:15,VIX,14.9399995803833,0.0899991989135742,0.6060551959707551
2025-12-14,2025-12-14 21:31:40,USDJPY,155.80099487304688,0.2339935302734375,0.1504133448955929
2025-12-15,2025-12-15 14:57:41,DOW,48476.03125,-227.98046875,-0.4680938195943978
2025-12-15,2025-12-15 14:57:41,NASDAQ100,25203.123046875,-483.56640625,-1.882556361077391
2025-12-15,2025-12-15 14:57:41,RUSSELL2000,2561.031005859375,-29.5791015625,-1.1417812922816295
2025-12-15,2025-12-15 14:57:41,SP500,6832.22021484375,-68.77978515625,-0.996664036462107
2025-12-15,2025-12-15 13:56:13,US10Y,4.163000106811523,0.0220003128051757,0.5312802197435236
2025-12-15,2025-12-15 09:00:23,USDJPY,155.16799926757812,-0.3990020751953125,-0.2564824620590061
2025-12-15,2025-12-15 09:00:23,VIX,16.389999389648438,1.539999008178711,10.370363425043193
2025-12-16,2025-12-16 14:55:40,DOW,48401.19140625,-15.3671875,-0.0317395286784875
2025-12-16,2025-12-16 14:55:40,NASDAQ100,25096.732421875,29.462890625,0.1175353007166186
2025-12-16,2025-12-16 14:55:40,RUSSELL2000,2533.16455078125,2.49462890625,0.098575831035353
2025-12-16,2025-12-16 14:55:40,SP500,6813.72998046875,-2.77978515625,-0.0407801829943556
2025-12-16,2025-12-16 13:54:43,US10Y,4.168000221252441,-0.0139999389648437,-0.3347665812647016
2025-12-16,2025-12-16 03:51:20,USDJPY,154.88600158691406,-1.0019989013671875,-0.6427684608364144
2025-12-16,2025-12-16 08:58:48,VIX,17.15999984741211,0.6599998474121094,3.999999075224905
2025-12-17,2025-12-17 14:54:54,DOW,48289.62109375,175.359375,0.3644644409698235
2025-12-17,2025-12-17 14:54:54,NASDAQ100,25044.125,-88.814453125,-0.3533786936886004
2025-12-17,2025-12-17 14:54:54,RUSSELL2000,2527.99853515625,8.698486328125,0.3452739316291912
2025-12-17,2025-12-17 14:54:54,SP500,6790.8701171875,-9.3896484375,-0.1380777905715343
2025-12-17,2025-12-17 13:48:44,US10Y,4.164999961853027,0.0159997940063476,0.3856301122940544
2025-12-17,2025-12-17 03:46:57,USDJPY,154.88800048828125,-0.1269989013671875,-0.0819268469936646
2025-12-17,2025-12-17 08:59:06,VIX,16.3799991607666,-0.1000003814697265,-0.6067984481033338
2025-12-18,2025-12-18 14:51:44,DOW,48101.5,215.53125,0.4500927006932485
2025-12-18,2025-12-18 14:51:44,NASDAQ100,24957.35546875,309.74609375,1.2566983233034137
2025-12-18,2025-12-18 14:51:44,RUSSELL2000,2530.43359375,38.133544921875,1.5300543343408963
2025-12-18,2025-12-18 14:51:44,SP500,6774.2001953125,52.77001953125,0.7851010596136468
2025-12-18,2025-12-18 13:52:04,US10Y,4.124000072479248,-0.0269999504089355,-0.6504444774767675
2025-12-18,2025-12-18 03:47:02,USDJPY,155.75900268554688,0.9810028076171876,0.6338128211960904
2025-12-18,2025-12-18 08:57:43,VIX,17.6200008392334,0.0,0.0
2025-12-19,2025-12-19 03:51:27,USDJPY,156.03500366210938,0.540008544921875,0.347283553734255
2025-12-19,2025-12-19 08:58:01,VIX,16.229999542236328,-0.6400012969970703,-3.7937241562470074
