window,variable,coef,p_value,t_value
5y,RET_TLT_MA60,21.561590013292395,1.312243617748827e-05,4.377387803661028
5y,MRDI_Short,-0.011347617087072744,0.043812071525774196,-2.018143227520826
5y,MRDI_Long,-0.016164321302123117,0.002000365796730202,-3.0973991804900805
5y,MA20_MRDI,-0.007095310066049493,0.0007973065303517279,-3.362829765703101
5y,MA60_MRDI,0.008635301543311654,8.072577932272179e-05,3.9566961849657254
5y,RiskScore,0.17092858259860652,0.0018598866517949397,3.1191032336602973
5y,RET_QQQ_20D,-1.7136888233720897,0.16164411536667034,-1.4004793002033655
5y,RET_SP500_20D,0.026213592860627886,0.9903073023097406,0.012150979839207073
5y,wd_0_x_MRDI_Short,0.0017176024078149666,0.7046337611461373,0.3791687065266244
5y,wd_0_x_MRDI_Long,-0.00720774788290296,0.14062090623199883,-1.4745163619958417
5y,wd_0_x_RET_QQQ,-0.49958010363858546,0.06948968231983142,-1.8169477457930274
5y,wd_0_x_RET_SP500,0.21010845021281424,0.6530396662387354,0.449662930835213
5y,wd_1_x_MRDI_Short,0.0017004012811021314,0.7280054425729836,0.34786614441522
5y,wd_1_x_MRDI_Long,-0.006941240650570182,0.1743255265806095,-1.3592904597403348
5y,wd_1_x_RET_QQQ,-0.3263673726897603,0.22977031796324984,-1.2015994102993364
5y,wd_1_x_RET_SP500,0.014868309730738471,0.9743675463714518,0.03213815482763136
5y,wd_2_x_MRDI_Short,-0.0038712808987024588,0.34273047383147304,-0.9491826926916972
5y,wd_2_x_MRDI_Long,-0.002123118386941393,0.6279754582813895,-0.48471066485448716
5y,wd_2_x_RET_QQQ,-0.22840964174193526,0.40936975602957515,-0.8253098226513363
5y,wd_2_x_RET_SP500,-0.14188197291537016,0.7604328609882836,-0.304986089902978
5y,wd_3_x_MRDI_Short,-0.0012958168430881247,0.7860006497265563,-0.2715720554549269
5y,wd_3_x_MRDI_Long,-0.0045110185206081906,0.3698523721246978,-0.897107689256316
5y,wd_3_x_RET_QQQ,-0.2752586236268636,0.3159074624059514,-1.00334827655232
5y,wd_3_x_RET_SP500,-0.13435506981824272,0.7715788165770436,-0.2903799463065088
5y,wd_4_x_MRDI_Short,-0.009598516679817523,0.03395889582781451,-2.1231389988836824
5y,wd_4_x_MRDI_Long,0.0046188049373766344,0.33355791041224414,0.9673860173113583
5y,wd_4_x_RET_QQQ,-0.384073081413782,0.1535739611309472,-1.4279790182397343
5y,wd_4_x_RET_SP500,0.0774738756835437,0.8645550366500293,0.1706175208528911
5y,m_1_x_RET_QQQ,-0.6186465236552587,0.03387872050182058,-2.124094856160213
5y,m_1_x_RET_SP500,0.07613170829017622,0.8594020574377328,0.17717576140030022
5y,m_2_x_RET_QQQ,-1.302716704598747,2.1302109916375622e-07,-5.219777690575623
5y,m_2_x_RET_SP500,1.395106506387117,0.0009286056122560603,3.3200877247363962
5y,m_3_x_RET_QQQ,-0.939847060465671,5.1290242864787e-06,-4.581492016341152
5y,m_3_x_RET_SP500,1.321900207770167,2.5037856837223722e-05,4.232000265138613
5y,m_4_x_RET_QQQ,1.0301796700001111,0.0005387942958878284,3.4706414669956067
5y,m_4_x_RET_SP500,-1.6461694865881504,3.146662306488215e-05,-4.1795075961632255
5y,m_5_x_RET_QQQ,0.19862442841621614,0.37635336849699585,0.8849839912730056
5y,m_5_x_RET_SP500,0.1259565096684174,0.706674624852003,0.37642088393052686
5y,m_6_x_RET_QQQ,1.1840444987786585,4.1456911465539984e-07,5.09208875339193
5y,m_6_x_RET_SP500,-1.2527046671493682,0.0011793784007822492,-3.252102006230394
5y,m_7_x_RET_QQQ,0.5256236691652605,0.06963899552847382,1.8159742645898873
5y,m_7_x_RET_SP500,-1.152202280623775,0.004601813075611991,-2.839327235167733
5y,m_8_x_RET_QQQ,-0.20474437894346448,0.5778709272077638,-0.5566584613805149
5y,m_8_x_RET_SP500,-0.1816861314628941,0.7210262475574231,-0.3571765841387229
5y,m_9_x_RET_QQQ,0.13088610826479813,0.7183990019709099,0.3606894021450598
5y,m_9_x_RET_SP500,-0.2405070995323025,0.6170730302205458,-0.5001410904301823
5y,m_10_x_RET_QQQ,-1.6590156841047865,1.1122771879103645e-07,-5.341764981525335
5y,m_10_x_RET_SP500,1.5869720893087311,6.43905502277825e-05,4.011153613949529
5y,m_11_x_RET_QQQ,-0.43730972981981536,0.07077647645106412,-1.8086139816798383
5y,m_11_x_RET_SP500,0.683037187023852,0.031644642639915364,2.1515423650932095
5y,m_12_x_RET_QQQ,0.37923288389262727,0.17141257025649648,1.3685473932637728
5y,m_12_x_RET_SP500,-0.6896209502123272,0.05893650028648293,-1.8905752707590133
10y,const,0.061991780846699415,4.727248485002958e-05,4.076364927081982
10y,VIX,0.0031180715993343604,3.54409169208308e-16,8.21236467384218
